,Governor Demand,Throttle Pressure
0,-1.0,496.98960038318717
1,0.02020202020202011,544.0190929538257
2,1.0404040404040402,591.0485855244642
3,2.0606060606060606,638.0780780951028
4,3.0808080808080804,685.1075706657414
5,4.1010101010101,732.1370632363798
6,5.121212121212121,779.1665558070184
7,6.141414141414141,826.196048377657
8,7.161616161616161,873.2255409482955
9,8.181818181818182,920.2550335189339
10,9.2020202020202,967.2845260895725
11,10.222222222222221,1014.3140186602111
12,11.242424242424242,1061.3435112308498
13,12.262626262626261,1108.3730038014883
14,13.282828282828282,1155.4024963721267
15,14.303030303030301,1202.4319889427652
16,15.323232323232322,1249.4614815134037
17,16.343434343434343,1296.4909740840421
18,17.363636363636363,1343.5204666546808
19,18.38383838383838,1390.5499592253193
20,19.4040404040404,1437.5794517959578
21,20.424242424242422,1484.6089443665965
22,21.444444444444443,1531.638436937235
23,22.464646464646464,1578.6679295078734
24,23.484848484848484,1625.6974220785119
25,24.5050505050505,1672.7269146491503
26,25.525252525252522,1719.7564072197893
27,26.545454545454543,1766.7858997904277
28,27.565656565656564,1813.8153923610662
29,28.585858585858585,1860.8448849317047
30,29.606060606060602,1907.8743775023431
31,30.626262626262623,1954.9038700729816
32,31.646464646464644,2001.93336264362
33,32.666666666666664,2048.962855214259
34,33.686868686868685,3522.7452483817333
35,34.707070707070706,3521.0001977027814
36,35.72727272727273,3519.255147023829
37,36.74747474747475,3517.5100963448767
38,37.76767676767676,3515.7650456659244
39,38.78787878787878,3514.019994986972
40,39.8080808080808,3512.2749443080197
41,40.82828282828282,3510.5298936290674
42,41.848484848484844,3508.784842950115
43,42.868686868686865,3507.0397922711627
44,43.888888888888886,3505.2947415922104
45,44.90909090909091,3503.549690913258
46,45.92929292929293,3501.8046402343057
47,46.94949494949495,3500.0595895553533
48,47.96969696969697,3498.314538876401
49,48.98989898989898,3496.5694881974487
50,50.010101010101,3494.8244375184963
51,51.030303030303024,3493.079386839544
52,52.050505050505045,3491.3343361605916
53,53.070707070707066,3489.5892854816393
54,54.090909090909086,3487.844234802687
55,55.11111111111111,3486.0991841237346
56,56.13131313131313,3484.3541334447823
57,57.15151515151515,3482.60908276583
58,58.17171717171717,3480.8640320868776
59,59.19191919191918,3479.1189814079253
60,60.212121212121204,3477.373930728973
61,61.232323232323225,3475.6288800500206
62,62.252525252525245,3473.8838293710683
63,63.272727272727266,3472.138778692116
64,64.29292929292929,3470.3937280131636
65,65.31313131313131,3468.6486773342112
66,66.33333333333333,3467.6260087465307
67,67.35353535353535,3468.0918850741973
68,68.37373737373737,3468.557761401864
69,69.39393939393939,3469.0236377295305
70,70.41414141414141,3469.4895140571975
71,71.43434343434343,3469.955390384864
72,72.45454545454545,3470.4212667125307
73,73.47474747474747,3470.8871430401973
74,74.4949494949495,3471.353019367864
75,75.5151515151515,3471.818895695531
76,76.53535353535352,3472.2847720231975
77,77.55555555555554,3472.750648350864
78,78.57575757575756,3473.2165246785307
79,79.59595959595958,3473.6824010061973
80,80.6161616161616,3474.148277333864
81,81.63636363636363,3474.614153661531
82,82.65656565656565,3475.0800299891976
83,83.67676767676767,3475.545906316864
84,84.69696969696969,3476.0117826445307
85,85.71717171717171,3476.4776589721973
86,86.73737373737373,3476.943535299864
87,87.75757575757575,3477.409411627531
88,88.77777777777777,3477.8752879551976
89,89.79797979797979,3478.341164282864
90,90.81818181818181,3478.8070406105307
91,91.83838383838383,3479.2729169381973
92,92.85858585858585,3479.7387932658644
93,93.87878787878788,3480.204669593531
94,94.8989898989899,3480.6705459211976
95,95.91919191919192,3481.136422248864
96,96.93939393939394,3481.6022985765308
97,97.95959595959594,3482.0681749041973
98,98.97979797979797,3482.5340512318644
99,100.0,3482.999927559531
