,GV1 lift,GV1 area,GV2 lift,GV2 area,GV3 lift,GV3 area,GV4 lift,GV4 area,GV5 lift,GV5 area,GV6 lift,GV6 area,GV7 lift,GV7 area,GV8 lift,GV8 area
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001,9.090909090909092,34.86784401000001
2,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015,18.181818181818183,38.742048900000015
3,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001,27.272727272727273,43.04672100000001
4,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014,36.36363636363637,47.829690000000014
5,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016,45.45454545454546,53.144100000000016
6,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014,54.54545454545455,59.049000000000014
7,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001,63.63636363636364,65.61000000000001
8,72.72727272727273,72.9,72.72727272727273,72.9,72.72727272727273,72.9,72.72727272727273,72.9,72.72727272727273,72.9,72.72727272727273,72.9,72.72727272727273,72.9,72.72727272727273,72.9
9,81.81818181818183,81.0,81.81818181818183,81.0,81.81818181818183,81.0,81.81818181818183,81.0,81.81818181818183,81.0,81.81818181818183,81.0,81.81818181818183,81.0,81.81818181818183,81.0
10,90.90909090909092,90.0,90.90909090909092,90.0,90.90909090909092,90.0,90.90909090909092,90.0,90.90909090909092,90.0,90.90909090909092,90.0,90.90909090909092,90.0,90.90909090909092,90.0
11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
